Best Model,Hitrate,Winrate,Number of Trades,Sharpe Ratio,Sortino Ratio,Final Balance
RandomForest,0.5262219581042936,0.9989733059548255,974,0.47610482776896873,0.28956410405679867,2887.6267797284727
