Best Model,Hitrate,Winrate,Number of Trades,Sharpe Ratio,Sortino Ratio,Final Balance
RandomForest,0.5430868436479357,0.8858603066439523,2348,0.29916712232065473,0.23904964207963764,2041.9343348312732
